izn          menc_Msun       radius_cm         tau3keV         tau6keV         tau1keV         tau2keV         tau5keV        tau10keV        tau20keV        tau50keV       tau100keV       tau200keV       tau500keV       tau847keV      tau1000keV      tau1238keV      tau2000keV
20        9.550118e-02    2.326752e+14    2.947500e+01    5.083463e+01    7.621741e+00    1.957449e+01    4.440847e+01    7.052136e+01    9.423789e+01    1.066305e+02    1.005081e+02    8.540362e+01    6.153434e+01    4.876440e+01    4.507180e+01    4.049662e+01    3.126238e+01
21        1.046808e-01    2.385504e+14    2.846186e+01    4.920293e+01    7.354145e+00    1.888563e+01    4.295855e+01    6.831775e+01    9.136966e+01    1.034834e+02    9.758284e+01    8.293938e+01    5.976673e+01    4.736489e+01    4.377845e+01    3.933479e+01    3.036570e+01
22        1.138890e-01    2.503872e+14    2.716710e+01    4.711583e+01    7.012206e+00    1.800551e+01    4.110443e+01    6.549791e+01    8.769774e+01    9.945244e+01    9.383522e+01    7.978195e+01    5.750173e+01    4.557154e+01    4.212114e+01    3.784599e+01    2.921668e+01
23        1.231733e-01    2.575584e+14    2.596634e+01    4.517736e+01    6.695160e+00    1.718961e+01    3.938306e+01    6.287694e+01    8.428228e+01    9.569986e+01    9.034507e+01    7.684076e+01    5.539159e+01    4.390076e+01    4.057710e+01    3.645894e+01    2.814616e+01
24        1.326445e-01    2.680128e+14    2.486913e+01    4.339291e+01    6.405754e+00    1.644555e+01    3.780169e+01    6.045542e+01    8.111538e+01    9.220620e+01    8.708964e+01    7.409424e+01    5.341998e+01    4.233948e+01    3.913421e+01    3.516273e+01    2.714573e+01
25        1.448927e-01    2.766528e+14    2.382993e+01    4.169942e+01    6.131723e+00    1.574121e+01    3.630175e+01    5.815510e+01    7.810409e+01    8.888061e+01    8.398930e+01    7.147778e+01    5.154143e+01    4.085185e+01    3.775939e+01    3.392765e+01    2.619247e+01
26        1.572242e-01    2.877984e+14    2.258466e+01    3.966677e+01    5.803431e+00    1.489758e+01    3.450224e+01    5.539188e+01    7.448398e+01    8.487911e+01    8.025730e+01    6.832747e+01    4.927931e+01    3.906042e+01    3.610380e+01    3.244034e+01    2.504452e+01
27        1.697169e-01    3.002400e+14    2.144766e+01    3.779415e+01    5.504062e+00    1.412917e+01    3.284848e+01    5.283519e+01    7.112027e+01    8.114338e+01    7.676568e+01    6.537622e+01    4.715871e+01    3.738084e+01    3.455154e+01    3.104581e+01    2.396815e+01
28        1.823643e-01    3.069792e+14    2.041357e+01    3.607566e+01    5.232140e+00    1.343205e+01    3.133454e+01    5.047886e+01    6.800729e+01    7.767016e+01    7.351264e+01    6.262319e+01    4.517927e+01    3.581285e+01    3.310238e+01    2.974388e+01    2.296321e+01
29        1.907107e-01    3.189888e+14    1.945553e+01    3.446971e+01    4.980528e+00    1.278774e+01    2.992305e+01    4.826786e+01    6.507486e+01    7.438428e+01    7.042913e+01    6.001058e+01    4.329968e+01    3.432378e+01    3.172614e+01    2.850742e+01    2.200878e+01
30        1.993106e-01    3.224448e+14    1.887263e+01    3.348548e+01    4.827602e+00    1.239653e+01    2.905969e+01    4.690825e+01    6.326580e+01    7.235003e+01    6.851716e+01    5.838907e+01    4.213255e+01    3.339906e+01    3.087147e+01    2.773954e+01    2.141603e+01
31        2.077098e-01    3.318624e+14    1.830926e+01    3.252895e+01    4.679920e+00    1.201902e+01    2.822187e+01    4.558354e+01    6.149892e+01    7.035799e+01    6.664267e+01    5.679824e+01    4.098711e+01    3.249145e+01    3.003260e+01    2.698584e+01    2.083422e+01
32        2.161876e-01    3.362688e+14    1.778781e+01    3.163911e+01    4.543329e+00    1.167011e+01    2.744351e+01    4.434832e+01    5.984780e+01    6.849206e+01    6.488503e+01    5.530564e+01    3.991204e+01    3.163955e+01    2.924522e+01    2.627840e+01    2.028811e+01
33        2.247936e-01    3.442176e+14    1.728981e+01    3.078504e+01    4.412978e+00    1.133737e+01    2.669743e+01    4.316007e+01    5.825609e+01    6.668916e+01    6.318503e+01    5.386112e+01    3.887129e+01    3.081480e+01    2.848292e+01    2.559348e+01    1.975937e+01
34        2.333907e-01    3.488832e+14    1.680864e+01    2.995593e+01    4.287119e+00    1.101630e+01    2.597406e+01    4.200411e+01    5.670455e+01    6.492801e+01    6.152285e+01    5.244795e+01    3.785284e+01    3.000766e+01    2.773690e+01    2.492318e+01    1.924191e+01
35        2.420309e-01    3.572640e+14    1.635106e+01    2.916377e+01    4.167516e+00    1.071140e+01    2.528378e+01    4.089735e+01    5.521614e+01    6.323499e+01    5.992351e+01    5.108747e+01    3.687210e+01    2.923037e+01    2.701845e+01    2.427765e+01    1.874356e+01
36        2.507676e-01    3.624480e+14    1.591324e+01    2.840244e+01    4.053155e+00    1.042004e+01    2.462115e+01    3.983155e+01    5.378019e+01    6.159846e+01    5.837622e+01    4.977059e+01    3.592253e+01    2.847775e+01    2.632280e+01    2.365260e+01    1.826102e+01
37        2.646089e-01    3.716064e+14    1.549193e+01    2.766662e+01    3.943180e+00    1.014004e+01    2.398145e+01    3.879948e+01    5.238720e+01    6.000789e+01    5.687113e+01    4.848901e+01    3.499819e+01    2.774508e+01    2.564559e+01    2.304410e+01    1.779125e+01
38        2.787225e-01    3.818016e+14    1.485837e+01    2.655473e+01    3.777919e+00    9.719563e+00    2.301602e+01    3.723663e+01    5.027369e+01    5.758963e+01    5.458080e+01    4.653775e+01    3.359048e+01    2.662922e+01    2.461418e+01    2.211734e+01    1.707576e+01
39        2.927237e-01    3.905280e+14    1.425448e+01    2.548862e+01    3.620544e+00    9.319494e+00    2.209177e+01    3.573425e+01    4.823714e+01    5.525363e+01    5.236598e+01    4.464963e+01    3.222787e+01    2.554904e+01    2.361574e+01    2.122019e+01    1.638313e+01
40        3.067863e-01    4.028832e+14    1.369264e+01    2.449110e+01    3.474254e+00    8.947915e+00    2.122825e+01    3.432508e+01    4.632268e+01    5.305252e+01    5.027696e+01    4.286769e+01    3.094150e+01    2.452923e+01    2.267310e+01    2.037316e+01    1.572918e+01
41        3.153916e-01    4.080672e+14    1.316479e+01    2.354918e+01    3.336923e+00    8.599353e+00    2.041393e+01    3.299158e+01    4.450744e+01    5.096122e+01    4.829040e+01    4.117226e+01    2.971726e+01    2.355863e+01    2.177593e+01    1.956699e+01    1.510676e+01
42        3.239460e-01    4.168800e+14    1.285877e+01    2.300087e+01    3.257356e+00    8.397523e+00    1.994039e+01    3.221396e+01    4.344724e+01    4.973779e+01    4.712742e+01    4.017931e+01    2.900012e+01    2.299005e+01    2.125036e+01    1.909472e+01    1.474213e+01
43        3.324567e-01    4.202496e+14    1.256664e+01    2.247614e+01    3.181431e+00    8.205006e+00    1.948751e+01    3.146901e+01    4.243060e+01    4.856347e+01    4.601066e+01    3.922557e+01    2.831122e+01    2.244384e+01    2.074546e+01    1.864103e+01    1.439185e+01
44        3.410041e-01    4.291488e+14    1.228626e+01    2.197118e+01    3.108589e+00    8.020378e+00    1.905198e+01    3.075132e+01    4.145018e+01    4.742980e+01    4.493208e+01    3.830422e+01    2.764561e+01    2.191608e+01    2.025763e+01    1.820267e+01    1.405339e+01
45        3.496075e-01    4.330368e+14    1.201435e+01    2.148032e+01    3.037974e+00    7.841455e+00    1.862888e+01    3.005299e+01    4.049538e+01    4.632476e+01    4.388033e+01    3.740556e+01    2.699633e+01    2.140126e+01    1.978175e+01    1.777504e+01    1.372323e+01
46        3.581894e-01    4.408992e+14    1.175010e+01    2.100230e+01    2.969373e+00    7.667695e+00    1.821706e+01    2.937232e+01    3.956396e+01    4.524589e+01    4.285312e+01    3.652770e+01    2.636201e+01    2.089829e+01    1.931682e+01    1.735726e+01    1.340066e+01
47        3.667499e-01    4.447872e+14    1.149479e+01    2.053954e+01    2.903111e+00    7.499905e+00    1.781859e+01    2.871285e+01    3.866090e+01    4.419910e+01    4.185615e+01    3.567552e+01    2.574619e+01    2.040998e+01    1.886544e+01    1.695165e+01    1.308749e+01
48        3.750346e-01    4.527360e+14    1.124801e+01    2.009138e+01    2.839082e+00    7.337819e+00    1.743287e+01    2.807366e+01    3.778499e+01    4.318303e+01    4.088812e+01    3.484793e+01    2.514808e+01    1.993570e+01    1.842703e+01    1.655769e+01    1.278332e+01
49        3.902739e-01    4.590432e+14    1.101642e+01    1.967009e+01    2.779013e+00    7.185798e+00    1.707044e+01    2.747238e+01    3.696050e+01    4.222597e+01    3.997606e+01    3.406806e+01    2.458442e+01    1.948873e+01    1.801387e+01    1.618641e+01    1.249665e+01
50        4.048997e-01    4.721760e+14    1.060600e+01    1.892174e+01    2.672597e+00    6.916575e+00    1.642702e+01    2.640326e+01    3.549324e+01    4.052131e+01    3.835095e+01    3.267818e+01    2.357975e+01    1.869204e+01    1.727742e+01    1.552463e+01    1.198568e+01
51        4.201812e-01    4.792608e+14    1.023088e+01    1.823586e+01    2.575392e+00    6.670738e+00    1.583773e+01    2.542234e+01    3.414572e+01    3.895419e+01    3.685633e+01    3.139958e+01    2.265539e+01    1.795901e+01    1.659983e+01    1.491573e+01    1.151554e+01
52        4.346103e-01    4.925664e+14    9.857534e+00    1.755155e+01    2.478708e+00    6.426273e+00    1.525011e+01    2.444278e+01    3.279900e+01    3.738667e+01    3.536078e+01    3.011991e+01    2.173016e+01    1.722528e+01    1.592158e+01    1.430624e+01    1.104494e+01
53        4.435754e-01    4.986144e+14    9.521279e+00    1.693393e+01    2.391682e+00    6.206266e+00    1.472003e+01    2.355803e+01    3.158180e+01    3.596890e+01    3.400770e+01    2.896193e+01    2.089284e+01    1.656125e+01    1.530776e+01    1.375465e+01    1.061904e+01
54        4.524555e-01    5.072544e+14    9.321135e+00    1.656574e+01    2.339907e+00    6.075390e+00    1.440414e+01    2.303030e+01    3.085542e+01    3.512239e+01    3.319963e+01    2.827029e+01    2.039269e+01    1.616461e+01    1.494111e+01    1.342516e+01    1.036464e+01
55        4.607864e-01    5.109696e+14    9.129078e+00    1.621206e+01    2.290240e+00    5.949851e+00    1.410078e+01    2.252320e+01    3.015722e+01    3.430845e+01    3.242253e+01    2.760510e+01    1.991165e+01    1.578311e+01    1.458846e+01    1.310826e+01    1.011995e+01
56        4.691676e-01    5.194368e+14    8.953628e+00    1.588866e+01    2.244882e+00    5.835210e+00    1.382344e+01    2.205934e+01    2.951837e+01    3.356344e+01    3.171116e+01    2.699612e+01    1.947124e+01    1.543383e+01    1.426559e+01    1.281812e+01    9.895921e+00
57        4.782464e-01    5.235840e+14    8.781599e+00    1.557128e+01    2.200421e+00    5.722841e+00    1.355133e+01    2.160400e+01    2.889108e+01    3.283173e+01    3.101240e+01    2.639788e+01    1.903858e+01    1.509071e+01    1.394840e+01    1.253308e+01    9.675837e+00
58        4.866133e-01    5.314464e+14    8.600066e+00    1.523609e+01    2.153516e+00    5.604302e+00    1.326400e+01    2.112297e+01    2.822824e+01    3.205833e+01    3.027374e+01    2.576545e+01    1.858117e+01    1.472795e+01    1.361307e+01    1.223174e+01    9.443162e+00
59        4.953515e-01    5.368896e+14    8.436823e+00    1.493445e+01    2.111348e+00    5.497737e+00    1.300547e+01    2.068998e+01    2.763146e+01    3.136184e+01    2.960847e+01    2.519582e+01    1.816918e+01    1.440120e+01    1.331103e+01    1.196032e+01    9.233583e+00
60        5.038872e-01    5.439744e+14    8.270824e+00    1.462749e+01    2.068479e+00    5.389405e+00    1.274243e+01    2.024925e+01    2.702388e+01    3.065258e+01    2.893094e+01    2.461566e+01    1.774955e+01    1.406840e+01    1.300339e+01    1.168386e+01    9.020119e+00
61        5.167221e-01    5.520960e+14    8.112640e+00    1.433479e+01    2.027639e+00    5.286200e+00    1.249164e+01    1.982889e+01    2.644428e+01    2.997585e+01    2.828442e+01    2.406202e+01    1.734909e+01    1.375080e+01    1.270980e+01    1.142003e+01    8.816407e+00
62        5.293631e-01    5.598720e+14    7.881723e+00    1.390717e+01    1.968036e+00    5.135588e+00    1.212532e+01    1.921464e+01    2.559714e+01    2.898650e+01    2.733914e+01    2.325249e+01    1.676353e+01    1.328639e+01    1.228050e+01    1.103424e+01    8.518527e+00
63        5.423567e-01    5.706720e+14    7.661166e+00    1.349838e+01    1.911127e+00    4.991785e+00    1.177520e+01    1.862727e+01    2.478688e+01    2.803996e+01    2.643466e+01    2.247785e+01    1.620318e+01    1.284198e+01    1.186969e+01    1.066507e+01    8.233473e+00
64        5.551301e-01    5.792256e+14    7.442212e+00    1.309224e+01    1.854650e+00    4.849074e+00    1.142741e+01    1.804357e+01    2.398151e+01    2.709892e+01    2.553534e+01    2.170758e+01    1.564598e+01    1.240006e+01    1.146118e+01    1.029796e+01    7.950014e+00
65        5.678792e-01    5.897664e+14    7.234459e+00    1.270660e+01    1.801079e+00    4.713705e+00    1.109722e+01    1.748922e+01    2.321651e+01    2.620485e+01    2.468084e+01    2.097565e+01    1.511650e+01    1.198012e+01    1.107299e+01    9.949118e+00    7.680655e+00
66        5.808353e-01    5.997888e+14    7.034089e+00    1.233443e+01    1.749427e+00    4.583184e+00    1.077861e+01    1.695413e+01    2.247795e+01    2.534154e+01    2.385567e+01    2.026881e+01    1.460515e+01    1.157456e+01    1.069809e+01    9.612219e+00    7.420520e+00
67        5.935844e-01    6.085152e+14    6.837671e+00    1.196938e+01    1.698809e+00    4.455272e+00    1.046614e+01    1.642921e+01    2.175334e+01    2.449438e+01    2.304588e+01    1.957512e+01    1.410331e+01    1.117654e+01    1.033016e+01    9.281577e+00    7.165217e+00
68        6.060591e-01    6.199200e+14    6.650534e+00    1.162141e+01    1.650595e+00    4.333432e+00    1.016831e+01    1.592877e+01    2.106243e+01    2.368652e+01    2.227360e+01    1.891354e+01    1.362469e+01    1.079693e+01    9.979250e+00    8.966234e+00    6.921725e+00
69        6.222196e-01    6.285600e+14    6.473539e+00    1.129214e+01    1.605007e+00    4.218223e+00    9.886513e+00    1.545518e+01    2.040852e+01    2.292183e+01    2.154256e+01    1.828726e+01    1.317160e+01    1.043757e+01    9.647057e+00    8.667709e+00    6.691220e+00
70        6.377325e-01    6.429024e+14    6.251725e+00    1.087931e+01    1.547891e+00    4.073871e+00    9.533238e+00    1.486135e+01    1.958854e+01    2.196283e+01    2.062571e+01    1.750178e+01    1.260332e+01    9.986853e+00    9.230412e+00    8.293291e+00    6.402114e+00
71        6.531381e-01    6.532704e+14    6.046600e+00    1.049737e+01    1.495088e+00    3.940411e+00    9.206425e+00    1.431191e+01    1.882979e+01    2.107534e+01    1.977720e+01    1.677482e+01    1.207737e+01    9.569706e+00    8.844800e+00    7.946761e+00    6.134542e+00
72        6.684412e-01    6.668352e+14    5.850708e+00    1.013248e+01    1.444676e+00    3.812986e+00    8.894223e+00    1.378698e+01    1.810483e+01    2.022731e+01    1.896639e+01    1.608014e+01    1.157477e+01    9.171076e+00    8.476306e+00    7.615614e+00    5.878846e+00
73        6.841289e-01    6.779808e+14    5.663213e+00    9.783120e+00    1.396438e+00    3.691046e+00    8.595320e+00    1.328436e+01    1.741067e+01    1.941526e+01    1.818994e+01    1.541489e+01    1.109346e+01    8.789332e+00    8.123420e+00    7.298493e+00    5.633981e+00
74        6.991308e-01    6.914592e+14    5.478072e+00    9.438053e+00    1.348820e+00    3.570660e+00    8.300103e+00    1.278791e+01    1.672502e+01    1.861312e+01    1.742297e+01    1.475776e+01    1.061801e+01    8.412237e+00    7.774832e+00    6.985234e+00    5.392098e+00
75        7.148173e-01    7.032096e+14    5.307385e+00    9.119852e+00    1.304931e+00    3.459690e+00    8.027879e+00    1.233011e+01    1.609276e+01    1.787342e+01    1.671568e+01    1.415175e+01    1.017955e+01    8.064479e+00    7.453364e+00    6.696346e+00    5.169034e+00
76        7.296348e-01    7.155648e+14    5.134838e+00    8.798221e+00    1.260654e+00    3.347600e+00    7.752641e+00    1.186781e+01    1.545476e+01    1.712742e+01    1.600252e+01    1.354076e+01    9.737510e+00    7.713881e+00    7.129270e+00    6.405099e+00    4.944148e+00
77        7.384454e-01    7.256736e+14    4.977355e+00    8.504626e+00    1.220254e+00    3.245310e+00    7.501396e+00    1.144582e+01    1.487241e+01    1.644649e+01    1.535157e+01    1.298307e+01    9.334025e+00    7.393864e+00    6.833446e+00    6.139257e+00    4.738877e+00
78        7.471127e-01    7.332768e+14    4.886610e+00    8.335436e+00    1.196980e+00    3.186375e+00    7.356611e+00    1.120265e+01    1.453685e+01    1.605412e+01    1.497648e+01    1.266172e+01    9.101528e+00    7.209464e+00    6.662985e+00    5.986072e+00    4.620596e+00
79        7.557563e-01    7.398432e+14    4.799502e+00    8.173013e+00    1.174640e+00    3.129805e+00    7.217619e+00    1.096921e+01    1.421471e+01    1.567745e+01    1.461639e+01    1.235322e+01    8.878329e+00    7.032437e+00    6.499341e+00    5.839014e+00    4.507045e+00
80        7.645501e-01    7.481376e+14    4.714312e+00    8.014156e+00    1.152791e+00    3.074481e+00    7.081681e+00    1.074088e+01    1.389962e+01    1.530901e+01    1.426416e+01    1.205145e+01    8.660003e+00    6.859275e+00    6.339270e+00    5.695166e+00    4.395973e+00
81        7.732437e-01    7.538400e+14    4.629413e+00    7.855822e+00    1.131013e+00    3.019343e+00    6.946198e+00    1.051328e+01    1.358548e+01    1.494165e+01    1.391295e+01    1.175055e+01    8.442299e+00    6.686607e+00    6.179655e+00    5.551727e+00    4.285217e+00
82        7.818658e-01    7.627392e+14    4.547138e+00    7.702352e+00    1.109895e+00    2.965899e+00    6.814894e+00    1.029258e+01    1.328079e+01    1.458525e+01    1.357220e+01    1.145860e+01    8.231067e+00    6.519070e+00    6.024784e+00    5.412552e+00    4.177752e+00
83        7.899225e-01    7.689600e+14    4.467300e+00    7.553376e+00    1.089375e+00    2.914015e+00    6.687469e+00    1.007820e+01    1.298463e+01    1.423868e+01    1.324078e+01    1.117461e+01    8.025590e+00    6.356097e+00    5.874131e+00    5.277167e+00    4.073215e+00
84        7.985691e-01    7.769088e+14    4.394478e+00    7.417412e+00    1.070614e+00    2.866653e+00    6.571227e+00    9.882282e+00    1.271370e+01    1.392137e+01    1.293724e+01    1.091448e+01    7.837364e+00    6.206805e+00    5.736124e+00    5.153147e+00    3.977452e+00
85        8.079366e-01    7.842528e+14    4.318023e+00    7.274627e+00    1.050866e+00    2.816881e+00    6.449200e+00    9.676298e+00    1.242856e+01    1.358720e+01    1.261749e+01    1.064042e+01    7.639047e+00    6.049508e+00    5.590717e+00    5.022476e+00    3.876554e+00
86        8.179097e-01    7.922016e+14    4.235686e+00    7.121739e+00    1.029580e+00    2.763180e+00    6.318351e+00    9.456249e+00    1.212457e+01    1.323166e+01    1.227758e+01    1.034923e+01    7.428386e+00    5.882428e+00    5.436268e+00    4.883681e+00    3.769383e+00
87        8.273126e-01    8.008416e+14    4.148654e+00    6.960958e+00    1.007062e+00    2.706325e+00    6.180571e+00    9.225318e+00    1.180613e+01    1.285990e+01    1.192244e+01    1.004514e+01    7.208437e+00    5.707990e+00    5.275019e+00    4.738776e+00    3.657497e+00
88        8.367806e-01    8.074080e+14    4.067167e+00    6.811287e+00    9.859579e-01    2.652995e+00    6.052124e+00    9.010848e+00    1.151100e+01    1.251608e+01    1.159429e+01    9.764294e+00    7.005361e+00    5.546942e+00    5.126148e+00    4.604996e+00    3.554203e+00
89        8.461851e-01    8.162208e+14    3.985378e+00    6.662028e+00    9.647540e-01    2.599359e+00    5.923823e+00    8.797538e+00    1.121816e+01    1.217575e+01    1.126980e+01    9.486751e+00    6.804731e+00    5.387843e+00    4.979081e+00    4.472839e+00    3.452163e+00
90        8.550618e-01    8.238240e+14    3.904143e+00    6.514916e+00    9.436681e-01    2.545958e+00    5.797118e+00    8.587965e+00    1.093127e+01    1.184331e+01    1.095322e+01    9.216172e+00    6.609208e+00    5.232805e+00    4.835769e+00    4.344059e+00    3.352732e+00
91        8.648939e-01    8.319456e+14    3.827307e+00    6.376999e+00    9.236959e-01    2.495310e+00    5.678064e+00    8.392224e+00    1.066422e+01    1.153492e+01    1.065998e+01    8.965760e+00    6.428336e+00    5.089398e+00    4.703210e+00    4.224943e+00    3.260765e+00
92        8.737440e-01    8.398080e+14    3.741652e+00    6.224791e+00    9.013965e-01    2.438677e+00    5.546333e+00    8.177124e+00    1.037189e+01    1.119870e+01    1.034083e+01    8.693502e+00    6.231787e+00    4.933576e+00    4.559178e+00    4.095522e+00    3.160845e+00
93        8.896015e-01    8.486208e+14    3.664379e+00    6.088616e+00    8.812531e-01    2.387456e+00    5.428223e+00    7.985376e+00    1.011215e+01    1.090100e+01    1.005866e+01    8.453000e+00    6.058239e+00    4.796003e+00    4.432016e+00    3.981260e+00    3.072630e+00
94        9.046597e-01    8.627904e+14    3.522484e+00    5.842754e+00    8.441692e-01    2.292930e+00    5.214030e+00    7.641735e+00    9.649845e+00    1.037494e+01    9.561629e+00    8.030153e+00    5.753400e+00    4.554399e+00    4.208703e+00    3.780610e+00    2.917730e+00
95        9.206303e-01    8.752320e+14    3.384868e+00    5.608515e+00    8.081079e-01    2.200781e+00    5.008998e+00    7.316961e+00    9.216197e+00    9.885455e+00    9.100794e+00    7.638933e+00    5.471665e+00    4.331154e+00    4.002366e+00    3.595223e+00    2.774620e+00
96        9.361180e-01    8.881920e+14    3.235602e+00    5.359250e+00    7.688846e-01    2.100290e+00    4.789692e+00    6.974396e+00    8.762630e+00    9.378169e+00    8.625149e+00    7.236131e+00    5.181950e+00    4.101646e+00    3.790249e+00    3.404652e+00    2.627519e+00
97        9.513030e-01    9.011520e+14    3.089433e+00    5.118424e+00    7.304010e-01    2.001517e+00    4.577033e+00    6.645537e+00    8.329893e+00    8.897481e+00    8.175832e+00    6.856332e+00    4.909041e+00    3.885492e+00    3.590481e+00    3.225183e+00    2.488995e+00
98        9.658515e-01    9.158400e+14    2.946494e+00    4.885040e+00    6.927195e-01    1.904688e+00    4.370433e+00    6.328229e+00    7.914131e+00    8.437848e+00    7.747127e+00    6.494432e+00    4.649169e+00    3.679692e+00    3.400286e+00    3.054320e+00    2.357118e+00
